TimeStamp,participant,Condition,Tiral,Age,Gender,SessionTime,Event, xPos, yPos, zPos, Group
638006699841675809,,,,,,300,Game Start,,,,,,,
638006702841647954,,,,,,,Game Over,,,,,,,
638006720086661843,,,,,,,Network Red Cube(Clone) was picked up,1.390015,10.15439,-1.813,,,,
638006720721461551,,,,,,,Network Neutral Cube(Clone) was picked up,1.390015,15.88464,-3.12,,,,
638006720736231542,,,,,,,Network Neutral Cube(Clone) was picked up,1.390015,20.64951,-3.12,,,,
638006720791651516,,,,,,,Network Gold Left Half(Clone)was placed in dropzone,11,7,10.41,,,,
638006720926261455,,,,,,,Network Gold Left Half(Clone)was placed in dropzone,12,7,10.41,,,,
638006721016881414,,,,,,,Network Gold Left Half(Clone)was placed in dropzone,12,7,10.41,,,,
638006721054311394,,,,,,,Network Neutral Cube(Clone) was picked up,1.390015,20.21644,-3.12,,,,
638006721093401387,,,,,,,Network Red Cube(Clone) was picked up,1.390015,17.68418,-3.12,,,,
638006721210131325,,,,,,,Network Gold Left Half(Clone)was placed in dropzone,11,7,10.41,,,,
638006721276651292,,,,,,,Network Gold Left Half(Clone)was placed in dropzone,11,7,10.41,,,,
638006724734255881,,,,,,300,Game Start,,,,,,,
638006725732443429,,,,,,,looking at Play wall,2.802482,-1.164999,1.67331,,,,
638006725732553423,,,,,,,looking at Play wall,2.802482,-1.165024,1.67279,,,,
638006725732663423,,,,,,,looking at Play wall,2.802482,-1.165505,1.671689,,,,
638006725732773427,,,,,,,looking at Play wall,2.802482,-1.165543,1.671007,,,,
638006725732883432,,,,,,,looking at Play wall,2.802482,-1.165833,1.66988,,,,
638006725744333400,,,,,,,looking at Play wall,2.802482,-0.6646814,-2.209658,,,,
638006725744453396,,,,,,,looking at Play wall,2.802482,-0.6654921,-2.210509,,,,
638006725744563396,,,,,,,looking at Play wall,2.802482,-0.6659269,-2.211255,,,,
638006725744663399,,,,,,,looking at Play wall,2.802482,-0.6660852,-2.212071,,,,
638006725744773393,,,,,,,looking at Play wall,2.802482,-0.6663713,-2.212878,,,,
638006725744883397,,,,,,,looking at Play wall,2.802482,-0.6666918,-2.21369,,,,
638006725744993398,,,,,,,looking at Play wall,2.802482,-0.6670103,-2.214531,,,,
638006725745103401,,,,,,,looking at Play wall,2.802482,-0.667366,-2.215355,,,,
638006725745223394,,,,,,,looking at Play wall,2.802482,-0.6675901,-2.216182,,,,
638006725745323390,,,,,,,looking at Play wall,2.802482,-0.6676311,-2.217036,,,,
638006725745443395,,,,,,,looking at Play wall,2.802482,-0.6676512,-2.217787,,,,
638006725745543398,,,,,,,looking at Play wall,2.802482,-0.6677618,-2.218448,,,,
638006725745663390,,,,,,,looking at Play wall,2.802482,-0.6675081,-2.219035,,,,
638006725745773388,,,,,,,looking at Play wall,2.802482,-0.6674652,-2.219565,,,,
638006725745883393,,,,,,,looking at Play wall,2.802482,-0.667407,-2.219923,,,,
638006725745993394,,,,,,,looking at Play wall,2.802482,-0.6673613,-2.22035,,,,
638006725746103391,,,,,,,looking at Play wall,2.802482,-0.667428,-2.220863,,,,
638006725746213387,,,,,,,looking at Play wall,2.802482,-0.6673527,-2.2213,,,,
638006725746323398,,,,,,,looking at Play wall,2.802482,-0.6671076,-2.221685,,,,
638006725746443390,,,,,,,looking at Play wall,2.802482,-0.6670008,-2.222005,,,,
638006725746543396,,,,,,,looking at Play wall,2.802482,-0.6668501,-2.222309,,,,
638006725746663393,,,,,,,looking at Play wall,2.802482,-0.6667471,-2.222447,,,,
638006725746773385,,,,,,,looking at Play wall,2.802482,-0.6664858,-2.222688,,,,
638006725746883393,,,,,,,looking at Play wall,2.802482,-0.6661386,-2.223055,,,,
638006725746993388,,,,,,,looking at Play wall,2.802482,-0.6659803,-2.22325,,,,
638006725747103394,,,,,,,looking at Play wall,2.802482,-0.6656389,-2.223514,,,,
638006725747213392,,,,,,,looking at Play wall,2.802482,-0.6654873,-2.223766,,,,
638006725747323399,,,,,,,looking at Play wall,2.802482,-0.6655092,-2.223854,,,,
638006725747443392,,,,,,,looking at Play wall,2.802482,-0.6653376,-2.223991,,,,
638006725747543387,,,,,,,looking at Play wall,2.802482,-0.6651239,-2.224098,,,,
638006725753873370,,,,,,,looking at Play wall,2.802482,-0.6309786,-2.440997,,,,
638006725753993379,,,,,,,looking at Play wall,2.802482,-0.6310444,-2.440988,,,,
638006725754113375,,,,,,,looking at Play wall,2.802482,-0.6309929,-2.440932,,,,
638006725754213382,,,,,,,looking at Play wall,2.802482,-0.6309767,-2.440971,,,,
638006725754333372,,,,,,,looking at Play wall,2.802482,0.0882597,-2.964048,,,,
638006725754433683,,,,,,,looking at Play wall,2.802482,0.08833408,-2.963992,,,,
638006725754553379,,,,,,,looking at Play wall,2.802482,0.08836079,-2.963953,,,,
638006725754653375,,,,,,,looking at Play wall,2.802482,0.08848095,-2.963887,,,,
638006725754773376,,,,,,,looking at Play wall,2.802482,0.08850288,-2.963864,,,,
638006725754873377,,,,,,,looking at Play wall,2.802482,0.08859348,-2.963806,,,,
638006725754993376,,,,,,,looking at Play wall,2.802482,0.08872414,-2.963734,,,,
638006725755103372,,,,,,,looking at Play wall,2.802482,0.08873081,-2.963707,,,,
638006725755213367,,,,,,,looking at Play wall,2.802482,0.08885479,-2.963655,,,,
638006725755323369,,,,,,,looking at Play wall,2.802482,0.08885098,-2.963636,,,,
638006725755433377,,,,,,,looking at Play wall,2.802482,0.08888531,-2.96343,,,,
638006725755543373,,,,,,,looking at Play wall,2.802482,0.08889389,-2.963367,,,,
638006725755653371,,,,,,,looking at Play wall,2.802482,0.0889864,-2.963224,,,,
638006725755763366,,,,,,,looking at Play wall,2.802482,0.08895016,-2.963153,,,,
638006725755873363,,,,,,,looking at Play wall,2.802482,0.08889008,-2.963081,,,,
638006725755993663,,,,,,,looking at Play wall,2.802482,0.08892345,-2.963,,,,
638006725756103370,,,,,,,looking at Play wall,2.802482,-0.7331858,-3.117526,,,,
638006725756213377,,,,,,,looking at Play wall,2.802482,-0.6008463,-2.918942,,,,
638006725756323372,,,,,,,looking at Play wall,2.802482,-0.6008158,-2.91887,,,,
638006725756433374,,,,,,,looking at Play wall,2.802482,-0.600749,-2.918862,,,,
638006725756553366,,,,,,,looking at Play wall,2.802482,-0.6007309,-2.918796,,,,
638006725756653366,,,,,,,looking at Play wall,2.802482,-0.6006479,-2.918727,,,,
638006725756763370,,,,,,,looking at Play wall,2.802482,-0.6006231,-2.918634,,,,
638006725756873371,,,,,,,looking at Play wall,2.802482,-0.6004133,-2.91861,,,,
638006725756993372,,,,,,,looking at Play wall,2.802482,-0.6003075,-2.918509,,,,
638006725757103370,,,,,,,looking at Play wall,2.802482,-0.6000299,-2.918179,,,,
638006725757213367,,,,,,,looking at Play wall,2.802482,-0.6000948,-2.918053,,,,
638006725757323376,,,,,,,looking at Play wall,2.802482,-0.6000071,-2.917869,,,,
638006725757433370,,,,,,,looking at Play wall,2.802482,-0.5998325,-2.917467,,,,
638006725757553363,,,,,,,looking at Play wall,2.802482,-0.5997267,-2.917215,,,,
638006725757663362,,,,,,,looking at Play wall,2.802482,-0.5999022,-2.917267,,,,
638006725757763358,,,,,,,looking at Play wall,2.802482,-0.599864,-2.917022,,,,
638006725757873370,,,,,,,looking at Play wall,2.802482,-0.5995655,-2.91655,,,,
638006725757993362,,,,,,,looking at Play wall,2.802482,-0.5994968,-2.916237,,,,
638006725758103362,,,,,,,looking at Play wall,2.802482,-0.5994577,-2.915898,,,,
638006725758213363,,,,,,,looking at Play wall,2.802482,-0.599474,-2.915526,,,,
638006725758323371,,,,,,,looking at Play wall,2.802482,-0.5994081,-2.915131,,,,
638006725758433362,,,,,,,looking at Play wall,2.802482,-0.5990248,-2.914539,,,,
638006725758553360,,,,,,,looking at Play wall,2.802482,-0.5990343,-2.914087,,,,
638006725758653365,,,,,,,looking at Play wall,2.802482,-0.5987482,-2.913615,,,,
638006725758763360,,,,,,,looking at Play wall,2.802482,-0.5987539,-2.913126,,,,
638006725758873365,,,,,,,looking at Play wall,2.802482,-0.5987349,-2.912631,,,,
638006725758993358,,,,,,,looking at Play wall,2.802482,0.450491,-2.534571,,,,
638006725759093360,,,,,,,looking at Play wall,2.802482,0.2138309,-2.825726,,,,
638006725759213359,,,,,,,looking at Play wall,2.802482,0.2137012,-2.825181,,,,
638006725759323358,,,,,,,looking at Play wall,2.802482,0.2136002,-2.824592,,,,
638006725759443355,,,,,,,looking at Play wall,2.802482,0.2134123,-2.823953,,,,
638006725759563366,,,,,,,looking at Play wall,2.802482,0.213274,-2.823286,,,,
638006725759653361,,,,,,,looking at Play wall,2.802482,0.2130766,-2.822608,,,,
638006725759763360,,,,,,,looking at Play wall,2.802482,0.2128849,-2.821875,,,,
638006725759873366,,,,,,,looking at Play wall,2.802482,0.2126493,-2.821113,,,,
638006725759983357,,,,,,,looking at Play wall,2.802482,0.2124405,-2.820292,,,,
638006725760093357,,,,,,,looking at Play wall,2.802482,0.2121611,-2.819475,,,,
638006725760213357,,,,,,,looking at Play wall,2.802482,0.211874,-2.818587,,,,
638006725760323361,,,,,,,looking at Play wall,2.802482,0.2115622,-2.817661,,,,
638006725760433356,,,,,,,looking at Play wall,2.802482,0.2112656,-2.81669,,,,
638006725760543358,,,,,,,looking at Play wall,2.802482,0.2108946,-2.815686,,,,
638006725760653353,,,,,,,looking at Play wall,2.802482,0.2104101,-2.814512,,,,
638006725760773352,,,,,,,looking at Play wall,2.802482,-1.603883,-3.44436,,,,
638006725760873360,,,,,,,looking at Play wall,2.802482,-1.796842,-2.763543,,,,
638006725761003359,,,,,,,looking at Play wall,2.802482,-1.797249,-2.762335,,,,
638006725761093353,,,,,,,looking at Play wall,2.802482,-1.797649,-2.761129,,,,
638006725761213360,,,,,,,looking at Play wall,2.802482,-1.797978,-2.759812,,,,
638006725761323360,,,,,,,looking at Play wall,2.802482,-1.798314,-2.758523,,,,
638006725761433355,,,,,,,looking at Play wall,2.802482,-1.798518,-2.757156,,,,
638006725761543355,,,,,,,looking at Play wall,2.802482,-1.798854,-2.755856,,,,
638006725761653358,,,,,,,looking at Play wall,2.802482,-1.799132,-2.754566,,,,
638006725761763356,,,,,,,looking at Play wall,2.802482,-1.79931,-2.753167,,,,
638006725761883353,,,,,,,looking at Play wall,2.802482,-1.799745,-2.751985,,,,
638006725761983353,,,,,,,looking at Play wall,2.802482,-1.800019,-2.750783,,,,
638006725762093351,,,,,,,looking at Play wall,2.802482,-1.800473,-2.749798,,,,
638006725791973276,,,,,,,looking at Play wall,2.802482,-1.320112,-1.489327,,,,
638006725792083284,,,,,,,looking at Play wall,2.802482,-1.318444,-1.492164,,,,
638006725792193283,,,,,,,looking at Play wall,2.802482,-1.316856,-1.49481,,,,
638006725792303290,,,,,,,looking at Play wall,2.802482,-1.316068,-1.496863,,,,
638006725792413280,,,,,,,looking at Play wall,2.802482,-1.315558,-1.498714,,,,
638006725792523288,,,,,,,looking at Play wall,2.802482,-1.315286,-1.500453,,,,
638006725792643288,,,,,,,looking at Play wall,2.802482,-1.314545,-1.502402,,,,
638006725792763279,,,,,,,looking at Play wall,2.802482,-1.314216,-1.504039,,,,
638006725792863276,,,,,,,looking at Play wall,2.802482,-1.313649,-1.505774,,,,
638006725792973273,,,,,,,looking at Play wall,2.802482,-1.313286,-1.507295,,,,
638006725793083275,,,,,,,looking at Play wall,2.802482,-1.312877,-1.508789,,,,
638006725793203282,,,,,,,looking at Play wall,2.802482,-1.31257,-1.510025,,,,
638006725793303282,,,,,,,looking at Play wall,2.802482,-1.312335,-1.511092,,,,
638006725793423286,,,,,,,looking at Play wall,2.802482,-1.312042,-1.512197,,,,
638006725793523271,,,,,,,looking at Play wall,2.802482,-1.311856,-1.513063,,,,
638006725793643278,,,,,,,looking at Play wall,2.802482,-1.311717,-1.514025,,,,
638006725793743280,,,,,,,looking at Play wall,2.802482,-1.311522,-1.514917,,,,
638006725793863272,,,,,,,looking at Play wall,2.802482,-1.311485,-1.515848,,,,
638006725793973279,,,,,,,looking at Play wall,2.802482,-1.31144,-1.516766,,,,
638006725794083269,,,,,,,looking at Play wall,2.802482,-1.311492,-1.517805,,,,
638006725794193277,,,,,,,looking at Play wall,2.802482,-1.311492,-1.518859,,,,
638006725794303283,,,,,,,looking at Play wall,2.802482,-1.31157,-1.519999,,,,
638006725794413269,,,,,,,looking at Play wall,2.802482,-1.311635,-1.521053,,,,
638006725794523276,,,,,,,looking at Play wall,2.802482,-1.311749,-1.52225,,,,
638006725794643276,,,,,,,looking at Play wall,2.802482,-1.312011,-1.523458,,,,
638006725794743274,,,,,,,looking at Play wall,2.802482,-1.312241,-1.524857,,,,
638006725794873276,,,,,,,looking at Play wall,2.802482,-1.312646,-1.52629,,,,
638006725794973274,,,,,,,looking at Play wall,2.802482,-1.312993,-1.527896,,,,
638006725795083277,,,,,,,looking at Play wall,2.802482,-1.324332,-1.540511,,,,
638006725795193275,,,,,,,looking at Play wall,2.802482,-1.324748,-1.542519,,,,
638006725795303279,,,,,,,looking at Play wall,2.802482,-1.326226,-1.544767,,,,
638006725795413265,,,,,,,looking at Play wall,2.802482,-1.327128,-1.546677,,,,
638006725795523274,,,,,,,looking at Play wall,2.802482,-1.328391,-1.548609,,,,
638006725795643524,,,,,,,looking at Play wall,2.802482,-1.329394,-1.550543,,,,
638006725795743532,,,,,,,looking at Play wall,2.802482,-1.330629,-1.552317,,,,
638006725795863265,,,,,,,looking at Play wall,2.802482,-1.331624,-1.554217,,,,
638006725795973272,,,,,,,looking at Play wall,2.802482,-1.332875,-1.55599,,,,
638006725796083276,,,,,,,looking at Play wall,2.802482,-1.333838,-1.557659,,,,
638006725907143001,,,,,,,looking at Play wall,2.802482,-1.344317,0.6514955,,,,
638006725907263298,,,,,,,looking at Play wall,2.802482,-1.344043,0.6519417,,,,
638006725907362997,,,,,,,looking at Play wall,2.802482,-1.343608,0.6527452,,,,
638006725907492995,,,,,,,looking at Play wall,2.802482,-1.343258,0.6534358,,,,
638006725907592999,,,,,,,looking at Play wall,2.802482,-1.34329,0.6539559,,,,
638006725907692993,,,,,,,looking at Play wall,2.802482,-1.342931,0.6546835,,,,
638006725907813266,,,,,,,looking at Play wall,2.802482,-1.342977,0.6549606,,,,
638006725907922990,,,,,,,looking at Play wall,2.802482,-1.342613,0.655565,,,,
638006725908032999,,,,,,,looking at Play wall,2.802482,-1.342717,0.6558255,,,,
638006725908142996,,,,,,,looking at Play wall,2.802482,-1.342429,0.6563671,,,,
638006725908252997,,,,,,,looking at Play wall,2.802482,-1.342772,0.6566163,,,,
638006725908362990,,,,,,,looking at Play wall,2.802482,-1.342931,0.6569197,,,,
638006725908472996,,,,,,,looking at Play wall,2.802482,-1.342793,0.6574963,,,,
638006725908582995,,,,,,,looking at Play wall,2.802482,-1.343158,0.657735,,,,
638006725908693236,,,,,,,looking at Play wall,2.802482,-1.342954,0.6583068,,,,
638006725908812995,,,,,,,looking at Play wall,2.802482,-1.342875,0.6587242,,,,
638006725908912995,,,,,,,looking at Play wall,2.802482,-1.342637,0.6592361,,,,
638006725909032995,,,,,,,looking at Play wall,2.802482,-1.342883,0.6593131,,,,
638006725909142990,,,,,,,looking at Play wall,2.802482,-1.342687,0.6598104,,,,
638006725909252987,,,,,,,looking at Play wall,2.802482,-1.342721,0.6601945,,,,
638006725909362996,,,,,,,looking at Play wall,2.802482,-1.342789,0.660544,,,,
638006725909472999,,,,,,,looking at Play wall,2.802482,-1.342572,0.661073,,,,
638006725909582989,,,,,,,looking at Play wall,2.802482,-1.342383,0.6614686,,,,
638006725909692987,,,,,,,looking at Play wall,2.802482,-1.342122,0.6619831,,,,
